sub,root,pre,entity,sub_adj,pre_adj 
空,加强,工作,便民服务|平台,空,进一步|加强|12345|便民服务|平台|工作
电网,关于,通知,福建省人民政府|电网|电力|能力|措施|通知,空,福建省人民政府|关于|加快|电网|优化|升级|提升|电力|保障|能力|若干|措施|的|通知
文化交流,贯彻,意见,福建省|两岸|经济|文化交流|措施|意见,经济,福建省|贯彻|〈|关于|促进|两岸|文化交流|合作|的|若干|措施|〉|实施|意见
工业,促进,行动计划,新一轮|工业|龙头企业|行动计划,龙头企业,新一轮|促进|工业|和|信息化|改造|升级|行动计划
空,加快,意见,全省|工业|数字|经济|意见,空,加快|全省|工业|数字|经济|创新|发展|的|意见
福建省,开展,试验,福建省|世纪|海上|核心区,空,福建省|开展|21|世纪|海上|丝绸之路|核心区|创新|驱动|发展|试验
空,加强,管理,质量|质量,空,加强|质量|认证|工作|促进|全面|质量|管理
毕业生,做好,就业,2018年|毕业生,2018年|高等学校,做好|普通|毕业生|就业|创业|工作
空,加快,发展,现代|农作|物种,空,加快|推进|现代|农作|物种|业|发展
著名商标,认定,办法,福建省|著名商标|办法,福建省,著名商标|认定|、|管理|和|保护|办法
制造业,深化,互联网,互联网|制造业|工业|互联网,“|互联网|先进|”,深化|+|制造业|发展|工业|互联网
商务,推进,发展,福建省|电子|商务|物流,电子|物流,福建省|推进|商务|与|快递|协同|发展
人工智能,推动,发展,一代|人工智能,一代,推动|新|人工智能|加快|发展
空,加快,意见,全省|工业|数字|经济|意见,空,加快|全省|工业|数字|经济|创新|发展|的|意见
空,做好,工作,全国|经济,空,认真|做好|第四|次|全国|经济|普查|工作
空,加快,措施,数字|农业|七条|措施,空,加快|推进|数字|农业|发展|七条|措施
空,强化,创新,战略|大众|万众,空,强化|实施|创新|驱动|发展|战略|进一步|推进|大众|创业|万众|创新|深入|发展
产学研,加强,意见,导向|意见,导向,进一步|加强|以|用为|产学研|结合|的|意见
建筑业,促进,持续,建筑业,空,促进|建筑业|持续|健康|发展
经济,激发,持续,民间|投资|活力|经济,空,进一步|激发|民间|有效|投资|活力|促进|经济|持续|健康|发展
领域,激发,活力,社会|领域|活力,社会,进一步|激发|领域|投资|活力
福建省,线上,暂行办法,福建省|经济|暂行办法,空,福建省|线上|经济|贷|实施|暂行办法
行业,促进,发展,福建省|砂石|行业,砂石,福建省|促进|行业|健康|有序|发展
设施,支持,措施,民营企业|交通|基础|设施|措施,基础,支持|民营企业|参与|交通|设施|建设|发展|八|条|措施
空,方案,空,2021年|电力|市场|方案,空,2021年|电力|市场|交易|方案
空,确认,企业,年度|省|知识产权|优势|企业,空,确认|2020|年度|省|知识产权|优势|企业
空,目录,产品,年度|福建省|工业|产品|目录,空,2020|年度|第二批|福建省|工业|和|信息化|重点|新|产品|推广|目录
空,公示,空,福建省|工业|基地|名单,空,第二|批|福建省|省级|工业|旅游|示范|基地|名单|公示
空,公布,名单,海峡杯|工业|名单,空,公布|第七|届|“|海峡杯|”|工业|设计|大赛|获奖|名单
空,认定,名单,化工园区|名单,空,拟|认定|首批|化工园区|名单
空,公示,企业名单,福建省|2020年|高新技术|企业名单,空,公示|福建省|2020年|拟|入库|备案|省级|高新技术|企业名单
平台,下达,计划,年度|星|天地|科技|平台|项目|计划|经费,星|创|创新,下达|2020|年度|天地|科技|平台|认定|资助|项目|计划|和|经费
空,征集,建议,2021年|福建省产学研|项目|指南|建议|项目|需求,空,征集|2021年|福建省产学研|联合|创新|项目|指南|建议|和|项目|需求
项目,发布,指南,年度|中韩|青年|科学家|中国|青年|科学家|项目|指南,赴|工作|交流,发布|“|2021|年度|中韩|青年|科学家|交流|计划|”|中国|青年|科学家|韩|项目|征集|指南
平台,入选,公示,福建省|工业|互联网|平台|标杆|企业|名单,福建省|批|互联网|示范|企业,第二|工业|平台|和|应用|标杆|拟|入选|名单|公示
空,开展,工作,2020年|火炬计划,空,开展|2020年|火炬计划|统计|工作
中心,认定,公示,福建省|省|企业|技术|中心|名单,福建省|批|技术,第|三十|省|企业|中心|拟|认定|名单|公示
空,产品,空,年度|福建省|工业|产品,空,2020|年度|第二批|福建省|工业|和|信息化|重点|新|产品
装备,认定,名单,2020年|福建省|智能|装备|名单,福建省|技术装备|制造,2020年|首|台|重大|与|智能|装备|认定|名单
空,特派员,空,2020年|福建省|科技|特派员,空,选认|2020年|福建省|科技|特派员
平台,下达,计划,2020年|科技|企业|孵化器|科技|平台|项目|计划|经费,2020年|孵化器|创新,下达|科技|企业|科技|平台|认定|资助|项目|计划|和|经费
空,公布,名单,2020年|技术|机构|名单,空,公布|2020年|省级|技术|转移|机构|名单
中小企业,认定,办法,福建省|办法,福建省|新,“|专精|特|”|中小企业|认定|管理|办法
空,技能大师工作室,空,2020年|技能大师工作室,空,2020年|省级|技能大师工作室
等级,公布,名单,福建省|职业技能|等级|社会|名单,福建省|首批|职业技能,公布|等级|认定|社会|培训|评价|组织|名单
空,公布,名单,2020年|福建省|天地|名单,空,公布|2020年|福建省|星创|天地|名单
项目,拟,公示,年度|省|专利权|项目|企业名单,年度|贴息,2020|省|专利权|质押|贷款|项目|拟|通过|企业名单|公示
空,条例,空,福建省|交通|建设工程|质量|条例,空,福建省|交通|建设工程|质量|安全|条例
省级,评定,名单,2020年|家庭|农场|名单,空,拟|评定|为|2020年|省级|示范|家庭|农场|名单
空,公布,名单,我省|年度|国家|企业|基地|名单,空,公布|我省|获评|2020|年度|国家|小型|微型|企业|创业|创新|示范|基地|名单
批,公示,企业名单,福建省|2020年|高新技术|企业名单,第三,公示|福建省|2020年|批|拟|更名|高新技术|企业名单
空,决定,空,年度|省|科学技术|决定,空,2019|年度|省|科学技术|奖励|的|决定
用电,公布,名单,2020年|福建农民创业园|基地|用电|主体|名单,空,公布|2020年|福建农民创业园|及|示范|基地|第一|批|享受|用电|优惠|生产|经营|主体|名单
空,申报,项目,2020年|福建省|标准|贡献奖|项目,空,申报|和|推荐|2020年|福建省|标准|贡献奖|备选|项目
专精,公示,空,2020年|福建省|名单,空,2020年|福建省|“|专精|特|新|”|中小企业|名单|公示
企业,获,大奖,福建|企业|个人|大奖,福建|家|个人,2|企业|、|1|位|获|这|项|国家级|大奖
专家,拟,公告,福建省|化学品|专家|人选|公告,化学品|安全|生产,福建省|危险|专家|拟|聘|人选|公示|公告
遗产,认定,公示,国家|工业|遗产|名单,工业,第四|批|国家|遗产|拟|认定|名单|公示
年度人物,揭晓,空,工匠|年度人物,2020八|工匠,闽|年度人物|揭晓
招聘会,公布,场次,2020—2021年|毕业生|公益性|专场|招聘会|场次,毕业生|专场,公布|2020—2021年|大中专|公益性|招聘会|资助|场次
型式,公布,机构,我省|器具|型式|机构|项目,器具,公布|我省|第三|批|计量|型式|评价|承担|机构|和|项目
职业技能,开展,行动,2020年|职业技能,2020年,开展|职业技能|提升|攻坚|行动
空,法,不正当竞争,法,空,反|不正当竞争|法
空,推荐,公示,年度|科技|企业|孵化器|名单,空,推荐|申请|认定|2020|年度|国家级|科技|企业|孵化器|名单|公示
空,下达,经费,年度|科技|计划|项目|经费,空,下达|2020|年度|科技|计划|项目|经费
空,下达,经费,年度|科技|计划|项目|经费,空,下达|2020|年度|科技|计划|项目|经费
空,公告,名单,福建省|2020年|科技型|名单|公告,空,福建省|2020年|第|十二|批|入库|科技型|中小企业|名单|的|公告
空,名单,空,2020年|工业|互联网|典型|案例|名单,空,2020年|工业|互联网|APP|典型|应用|案例|名单
空,补充,通知,福建省|科技型|中|企业|贷款|方案|通知,空,福建省|科技型|中|小|微|企业|贷款|方案|的|补充|通知
中心,认定,公示,福建省|两家|建筑施工|企业|省|企业|技术|中心|名单,两家|技术,福建省|第|三十|批|建筑施工|企业|省|企业|中心|拟|认定|名单|公示
空,结果,空,年度|福建省|天地|专家|结果,空,2020|年度|福建省|星创|天地|专家|评估|结果
空,开展,工作,民营企业|账款,空,开展|清理|拖欠|民营企业|中小企业|账款|第三|方|评估|工作
空,公告,广告,药品|医疗器械|保健|食品|广告|决定|公告,空,药品|医疗器械|保健|食品|广告|许可|决定|公告
双爱双,评,名单,全国|双爱双|企业工会  表彰|名单,全国,双爱双|评|先进|企业工会  表彰|名单
企业,做好,工作,年度|中|企业|领军|人才,中|小,做好|2020-2021|年度|企业|经营|管理|领军|人才|培训|工作
空,目录,产品,福建省|技术|产品|目录,空,福建省|节能|技术|产品|推广|目录
空,公布,名单,福建省|省|企业|技术|中心|名单,空,公布|福建省|第|二十九|批|省|企业|技术|中心|名单
空,公布,名单,福建省|省|企业|技术|中心|名单,空,公布|福建省|第|二十九|批|省|企业|技术|中心|名单
空,公布,名单,2020年|物流园区|名单,空,公布|2020年|省级|示范|物流园区|名单
空,征集,建议,2020年|福建省产学研|项目|指南|建议|项目|需求,空,征集|2020年|福建省产学研|联合|创新|项目|指南|建议|和|项目|需求
服务业,发展,项目,2020年|服务业|资金|项目,省级,2020年|服务业|发展|引导|资金|项目
空,公布,名录,福建省|制造业|单项|冠军|企业|名录,空,公布|福建省|第四|批|制造业|单项|冠军|企业|名录
政策,做好,行动,企业|负担|政策,负担,做好|减轻|企业|政策|宣传|推动|清欠|攻坚|专项|行动
空,下达,专项资金,年度|科技|小巨人|领军|企业|费用|专项资金,空,下达|2020|年度|科技|小巨人|领军|企业|研发|费用|加计|扣除|奖励|专项资金
空,健全,机制,直通车|平台|网络|机制,空,进一步|健全|“|政企|直通车|”|平台|网络|运营|工作|机制
体系,公布,结果,单位|能源管理|体系|结果,单位|能源管理,公布|第四|批|重点|用|能|体系|建设|辅导|和|评价|结果
群体,实施,行动,毕业生|重点|群体,毕业生|重点,实施|高校|群体|就业|帮扶|专项|攻坚|行动
空,公示,空,福建省|制造业|单项|冠军|企业名单,空,福建省|第四|批|制造业|单项|冠军|企业名单|公示
空,公示,空,2020年|物流园区|名单,空,2020年|省级|示范|物流园区|名单|公示
空,公告,名单,福建省|2020年|科技型|名单|公告,空,福建省|2020年|第|十一|批|入库|科技型|中小企业|名单|的|公告
空,方案,空,三明市|南平市|绿色|金融|试验区|方案,空,三明市|、|南平市|省级|绿色|金融|改革|试验区|工作|方案
政策,完善,标准,钢铁|水泥|电解铝|行业|差别|电价|政策|标准,钢铁|电价,完善|、|水泥|和|电解铝|行业|差别|政策|提高|加价|标准
战略,下达,计划,2020年|省|战略|项目|计划|经费,省|创新,下达|2020年|战略|研究|第一|批|联合|项目|计划|和|经费
空,方案,空,福建省|方案,空,福建省|就业|创业|服务|攻坚|季|行动|方案
空,重大项目,空,2020年|技术创新|重大项目,空,2020年|省级|技术创新|重大项目
企业,确定,公示,年度|省|知识产权|优势|企业|名单,年度|优势,2020|省|知识产权|企业|拟|确定|名单|公示
空,专项资金,规模,贷款|规模|福建省|中|企业|纾困|专项资金,空,设立|第二|期|100|亿元|贷款|规模|的|福建省|中|小|微|企业|纾困|专项资金
空,目录,空,材料|指导|目录,空,重点|新|材料|首批|次|应用|示范|指导|目录
新兴产业,分类,空,战略性|新兴产业|材料,战略性,新兴产业|分类|-|-|新|材料
空,公布,名单,2020年|省|智能|企业|名单,空,公布|2020年|省|智能|制造|试点|示范|企业|遴选|名单
空,措施,改革,劳动力|人才|社会性|体制|机制|措施,空,关于|促进|劳动力|和|人才|社会性|流动|体制|机制|改革|的|若干|措施
