sentence,entity,compare,num 
320#主要面向2020届大中专毕业生和往届离校未就业高校毕业生,毕业生、(高校)毕业生,,2020届
320#并对毕业生和用人单位实行免费入场的公益性专场招聘会,毕业生、用人单位、免费入场、(公益性)专场、招聘会,,
320#包括：各设区市、平潭综合实验区组织举办的主要面向大中专毕业生的综合性、区域性专场招聘会,(各)设区市、平潭综合实验区组织、(大中专)毕业生、(综合性、区域性专场)招聘会、(专场)招聘会,,
320#省属人力资源服务机构单独或会同有关部门组织举办的主要面向大中专毕业生的综合性、行业性专场招聘会,(省属)人力资源、机构、(有关)部门、(大中专)毕业生、(综合性、行业性专场)招聘会、(专场)招聘会,,
320#各高校单独或会同有关部门组织举办的大型校园招聘会,(有关)部门、(大型)校园、招聘会,,
320#优先资助围绕国家,国家,,
320#“一带一路”建设和福建“六区”建设、两大协同发展区建设和先进制造业、现代服务业等重点地区和行业举办的毕业生公益性专场招聘会,一带、(福建“六)区、(六)区、发展区、(先进)制造业、(现代)服务业、(重点)地区、行业、(举办的毕业生公益性专场)招聘会、(毕业生公益性专场)招聘会,,一路、六区、两大
320#其他毕业生日常招聘会,(其他)毕业生、招聘会,,
320#我省各地、各高校和省属人力资源服务机构组织举办的主要面向大中专毕业生的日常招聘会,(省属)人力资源、机构、(面向大中专毕业生的日常)招聘会、(日常)招聘会,,
322#申报要求,(申报)要求,,
322#项目采取网上申报与书面申报相结合的方式,项目、网上、(申报与书面申报相结合的)方式,,
322#网上申报：申报企业从泉州市工信局门户网站（http://gxj.quanzhou.gov.cn/）页面进行注册、填报、提交,网上、(申报)企业、(泉州市)工、门户网站、http://gxj、页面,,
322#提交企业选择属地县（市、区）工信部门,企业、(地)县、市、区、(工信部)门,,
322#网上申报截止时间为9月27日24：00（届时申报系统将自动关闭）,(网上申报截止)时间、(申报)系统,,9月27日24：00
322#书面申报：申报企业应按照通知要求,(申报)企业、通知,,
322#形成完整书面上报材料（一式四份,(完整书面上报)材料,,四份
322#所提供所有复印件材料须注明“与原件相符”,(所有复印件)材料、原件,,
322#并加盖申报企业公章）,(企业)公章,,
322#电子版光盘（一份,(电子版)光盘,,一份
322#附件表格word格式）,(附件)表格、格式,,
322#提交属地县级工信、财政、人行部门,(地县级)工、财政、(人行)部门,,
322#各县（市、区）工信、财政、人行部门应对辖区内申报项目进行初审,市、区、工、(财政、人行)部门、(人行)部门、(辖区)内、项目,,
322#汇总、形成推荐意见联合行文上报市工信局、财政局、人行,意见、(市)工、信局、财政局、人,,
322#项目书面材料申报截止时间为2019年9月27日(此截止时间指县级工信、财政、人行部门报送书面材料到市级部门的时间,(项目)书面材料、时间、2019年9月27日、(此截止)时间、(县级)工、(财政、人行)部门、书面材料、(市级)部门、时间,,
322#各企业报送的截止时间需根据各县级工信、财政、人行部门通知的时间为准),(各)企业、(报送的截止)时间、(截止)时间、(各县级)工、财政、(人行)部门、(通知的)时间,,
322#申报材料,申报材料,,
322#泉州市中征平台应收账款融资奖励项目资金申报表（附件1）,(泉州市)中征、平台、(收账)款、(项目)资金、申报表、附件,,1
322#申报企业工商营业执照复印件,(企业工商)营业执照、复印件,,
322#申报企业在中征平台的应收账款确认截屏,(申报)企业、(中征)平台、(收账)款,,
322#申报企业中征平台在线确认应收账款融资情况表（附件2）,(申报)企业、平台、(收账)款、情况表、附件,,2
322#申报企业失信人员排查表（附件3）,(申报)企业、表、附件,,3
322#有关注意事项,注意事项,,
322#根据《中共市委办公室、泉州市人民政府办公室印发关于加快推进失信被执行人信用监督、警示和惩戒机制建设的实施意见》（泉委办发〔2017〕7号）、《泉州市财政局关于加强涉企财政资金管理的通知》（泉财企〔2018〕545号）和《泉州市财政局泉州市公安局关于加强财政资金监管严防财政资金流入涉黑涉恶企业和个人的通知》（泉财行〔2018〕950号）等精神,(中共)市委、办公室、泉州市人民政府办公室、(失信被执行人信用监督、警示和惩戒)机制、意见、(泉州市)财政局、财政资金、通知、(泉州市)财政局、财政资金、(财政资金流入涉黑涉恶)企业、个人、通知、泉财、(行〔2018〕950号）等)精神,,2017、7〕7号、2018、545号、2018、
322#企业及其法定代表人、实际控制人、董事、监事、高级管理人员若被列为失信被执行人的,企业、(法定代表)人、人、董事、监事、(高级)管理人员、被执行人,,
322#以及企业涉黑涉恶的,企业,,
322#不能申报本项目,(本)项目,,
323#申报条件和要求,(申报)条件、要求,,
323#申报条件,(申报)条件,,
323#申报对象须满足《管理办法》所规定的条件（装备制造业、原材料工业、消费品工业、电子信息产业、软件和信息服务业示范基地申报条件参照附件,(申报)对象、(管理)办法、(规定的)条件、(条件（装备制造业、原材料工业、消费品工业、电子信息产业、软件和信息服务业示范基地申报)条件、(装备)制造业、(原材料)工业、(消费品)工业、(电子信息)产业、软件、(信息)服务业、(示范)基地、(申报)条件、附件,,
323#部分新兴领域示范基地申报条件参照附表1-5）,(部分新兴)领域、基地、(申报)条件、附表,,部分新兴领域、1、5
323#未出现以下情况：近三年发生重大或特别重大生产安全事故,(以下)情况、(近)三年、安全事故,,
323#近三年发生Ⅱ级或Ⅰ级突发环境污染事件,(近)三年、(Ⅱ)级、(突发环境污染)事件、(污染)事件,,Ⅱ级、Ⅰ级
323#申报对象在国务院及有关部委相关督查工作中发现存在严重问题,(申报)对象、国务院、中、(严重)问题,,
323#申报对象需地理范围清晰、产业相对集中、管理主体明确,(申报)对象、(地理)范围、产业、(管理)主体,,
323#原则上不跨地市行政区域,原则上、(市)行政区域,,
323#申报材料要真实、准确,申报材料,,
323#一旦发现虚假填报,,,
323#取消本年度示范基地申报资格,(本)年度、基地、(申报)资格,,
323#申报要求,(申报)要求,,
323#各地要按照《管理办法》,(管理)办法,,
323#坚持好中选优推荐申报对象,(好)中选优、(申报)对象,,
323#各省（区、市）报送的示范基地数量不超过3个,区、市、(报送的示范)基地、(示范)基地、数量,,3个
323#其中可通过省级通信管理局报送的数量不超过1个,(省级通信)管理局、(报送的)数量,,1个
323#计划单列市、新疆生产建设兵团单独报送,(计划单列)市、新疆生产建设兵团,,
323#名额单列,名额,,
323#不超过1个,,,1个
323#优势产业示范基地数量不超过1个,(优势产业示范)基地、数量,,1个
323#原则上应从省级示范基地中优选产生,原则上、(省级示范)基地、中,,
323#现有示范基地因示范内容或所在地区域发生重大变化需调整更名的,(现有示范)基地、(示范)内容、(所在地)区域,,
323#由省级主管部门提出变更申请,(省级)主管部门、(变更)申请,,
323#示范基地根据实际情况重新申报,(示范)基地、(实际)情况,,
323#名额单列,名额,,
323#申报条件和要求,(申报)条件、要求,,
323#申报条件,(申报)条件,,
323#申报对象须满足《管理办法》所规定的条件（装备制造业、原材料工业、消费品工业、电子信息产业、软件和信息服务业示范基地申报条件参照附件,(申报)对象、(管理)办法、(规定的)条件、(条件（装备制造业、原材料工业、消费品工业、电子信息产业、软件和信息服务业示范基地申报)条件、(装备)制造业、(原材料)工业、(消费品)工业、(电子信息)产业、软件、(信息)服务业、(示范)基地、(申报)条件、附件,,
323#部分新兴领域示范基地申报条件参照附表1-5）,(部分新兴)领域、基地、(申报)条件、附表,,部分新兴领域、1、5
323#未出现以下情况：近三年发生重大或特别重大生产安全事故,(以下)情况、(近)三年、安全事故,,
323#近三年发生Ⅱ级或Ⅰ级突发环境污染事件,(近)三年、(Ⅱ)级、(突发环境污染)事件、(污染)事件,,Ⅱ级、Ⅰ级
